ID,GDP96,GDPGrow,popDens96,area96,unemp99,pctCollege,CO2_2005
KR03,14597.54,0.493007028,0.04344109,0.007831019,0.052673583,0.267891476,0.057981902
KR04,15392.21,0.491033337,0.042775111,0.008077509,0.053017945,0.16695728,0.093666936
ME11,6259.43,0.489795512,0.02485557,0.012019067,0.013,0.113756869,0.035668051
SI01,13919.85,0.486478343,0.015047495,0.004773336,0.0724,0.172122104,0.106823324
SK04,8836.18,0.484751721,0.016333004,0.006198512,0.2127,0.098381295,0.103314698
ME32,4760.93,0.483568209,0.003047957,0.029345366,0.0119,0.124804561,0.03456673
TR42,10986.67,0.480003596,0.021026911,0.007938797,0.120260022,0.075,0.042615063
ME30,5418.53,0.479883783,0.015982574,0.027979319,0.0157,0.129141953,0.045525744
IE02,27139.19808,0.474189964,0.012471511,0.014231095,0.0544,0.243841007,0.1087862
PL34,7460.22,0.473666209,0.010224659,0.007939816,0.1233,0.114265807,0.041338971
PL22,11062.78,0.472034396,0.065268549,0.004858221,0.1108,0.119692934,0.096519265
ME25,6608.38,0.471682094,0.00736689,0.022386345,0.0195,0.184284008,0.027100913
TR31,9627.52,0.468435148,0.042563854,0.004732071,0.143825301,0.075,0.023857617
PL43,8851.82,0.465035264,0.012237002,0.005508367,0.163,0.094378428,0.038141599
CL04,4729.81,0.459178965,0.002388354,0.015897114,0.1027,0.244,0.030425937
PL62,7689.7,0.45709919,0.01015751,0.009500137,0.1945,0.095523382,0.042341752
PL61,8987.56,0.457019507,0.019564509,0.007071699,0.1324,0.102020754,0.046433596
CZ02,14451.72,0.455876042,0.017200206,0.004258298,0.0802,0.085352815,0.143474665
PL32,7217.64,0.452485288,0.019847185,0.007022294,0.1262,0.114942529,0.059505678
PL52,8860.74,0.448017919,0.019497985,0.003709711,0.1409,0.08281716,0.113124971
PL31,7333.8,0.442725284,0.01503079,0.009871265,0.1104,0.113479924,0.040882829
ME31,6304.26,0.441766808,0.006726975,0.015543806,0.0093,0.117579355,0.045616566
